state/ut,PC,candidate_name,party,evm_votes,postal_votes,migrant_votes,total_votes,percent_votes,rank
Karnataka,Bangalore South,K.C.NAGABHUSHANA REDDY,Independent,641,0,,641,0.05,16
Karnataka,Bangalore South,R.SHEKAR,Viduthalai Chiruthaigal Katchi,540,0,,540,0.05,17
Karnataka,Bangalore South,MADESH.V,Independent,495,0,,495,0.04,18
Karnataka,Bangalore South,KOLLUR MANJUNATHA NAIK,Independent,463,0,,463,0.04,19
Karnataka,Bangalore South,B.CHIKKA NAGESHA,Independent,450,0,,450,0.04,20
Karnataka,Bangalore South,RAVIKUMARA.T,Pragatishil Samajwadi Party (Lohia),418,1,,419,0.04,21
Karnataka,Bangalore South,SYED SADIQ PASHA,Karnataka Karmikara Paksha,403,0,,403,0.03,22
Karnataka,Bangalore South,AMBROSE D' MELLO,Independent,388,1,,389,0.03,23
Karnataka,Bangalore South,B.SREENIVASULU,Independent,368,0,,368,0.03,24
Karnataka,Bangalore South,YOGEESH NAGARAJ,Independent,281,0,,281,0.02,25
Karnataka,Bangalore South,G VENKATESH BHOVI,Independent,240,1,,241,0.02,26
Karnataka,Belgaum,ANGADI SURESH CHANNABASAPPA,Bharatiya Janata Party,756986,5005,,761991,63.22,1
Karnataka,Belgaum,Dr.SADHUNAVAR,Indian National Congress,369944,743,,370687,30.76,2
Karnataka,Belgaum,GANESH M DADDIKAR,Independent,8150,1,,8151,0.68,3
Karnataka,Belgaum,BADRODDIN KAMDOD,Bahujan Samaj Party,5574,176,,5750,0.48,4
Karnataka,Belgaum,DILSHAD SIKANDAR TAHASHILDAR,Republican Party of India (A),4044,24,,4068,0.34,5
Karnataka,Belgaum,VINAYAK BALKRISHNA MORE,Independent,4064,2,,4066,0.34,6
Karnataka,Belgaum,RATHOD SHANKAR PANDAPPA,Independent,3298,0,,3298,0.27,7
Karnataka,Belgaum,NOTA,None of the Above,3206,27,,3233,0.27,8
Karnataka,Belgaum,KRISHNAKANT KAMANNA BIRJE,Independent,2396,1,,2397,0.2,9
Karnataka,Belgaum,GOPAL BALAWANTRAO DESAI,Independent,2366,2,,2368,0.2,10
Karnataka,Belgaum,GAJANAN AMRUT TOKANEKAR,Independent,2298,1,,2299,0.19,11
Karnataka,Belgaum,MANJUNATH H RAJAPPANAVAR,Uttama Prajaakeeya Party,2113,15,,2128,0.18,12
Karnataka,Belgaum,RAJU CHANGAPPA DIVATAGI,Independent,2029,0,,2029,0.17,13
Karnataka,Belgaum,ASHUTOSH S KAMBALE,Independent,1920,3,,1923,0.16,14
Karnataka,Belgaum,SHANKAR PUNNAPPA CHAUGALE,Independent,1874,2,,1876,0.16,15
Karnataka,Belgaum,SACHIN SHANTARAM KELAVEKAR,Independent,1564,0,,1564,0.13,16
Karnataka,Belgaum,KAVITA DEEPAK KOLE,Independent,1476,14,,1490,0.12,17
Karnataka,Belgaum,RANJIT KALLAPPA PATIL,Independent,1455,1,,1456,0.12,18
Karnataka,Belgaum,ONKARSINGH BHATIA,Independent,1038,11,,1049,0.09,19
Karnataka,Belgaum,KALLAPPA KRUSHNA KOWADKAR,Independent,1028,0,,1028,0.09,20
Karnataka,Belgaum,SUNIL VITTAL DASAR,Independent,950,1,,951,0.08,21
Karnataka,Belgaum,DHANANJAY RAJARAM PATIL,Independent,908,4,,912,0.08,22
Karnataka,Belgaum,ANAND RAMESH PATIL,Independent,904,1,,905,0.08,23
Karnataka,Belgaum,ANIL BABAN HEGADE,Independent,846,8,,854,0.07,24
Karnataka,Belgaum,UDAY TUKARAM NAIK,Independent,823,6,,829,0.07,25
Karnataka,Belgaum,VINAYAK GOPAL GUNJATKAR,Independent,821,1,,822,0.07,26
Karnataka,Belgaum,RAMCHANDRA KRISHNA GAONKAR,Independent,820,0,,820,0.07,27
Karnataka,Belgaum,SACHIN MANOHAR NIKAM,Independent,816,2,,818,0.07,28
Karnataka,Belgaum,NAGESH SUBHASH BOBATE,Independent,702,6,,708,0.06,29
Karnataka,Belgaum,UDAY KUNDARGI,Independent,703,2,,705,0.06,30
Karnataka,Belgaum,SHUBHAM VIKRANT SHELKE,Independent,670,0,,670,0.06,31
Karnataka,Belgaum,MEGHARAJ SHIVAGOUDAPPA KHANAGOUDAR,Independent,667,0,,667,0.06,32
Karnataka,Belgaum,MAHADEV MARUTI MANGANAKAR,Independent,641,2,,643,0.05,33
Karnataka,Belgaum,PRAKASH BALAPPA NESARKAR,Independent,637,1,,638,0.05,34
Karnataka,Belgaum,PANDURANG MALLAPPA PATTAN,Independent,629,1,,630,0.05,35
Karnataka,Belgaum,MARUTI SIDDAPPA CHOUGULE,Independent,610,3,,613,0.05,36
Karnataka,Belgaum,LAXMAN BHIMARAO DALAVI,Independent,596,2,,598,0.05,37
Karnataka,Belgaum,NANDA MARUTI KODACHWADKAR,Independent,588,4,,592,0.05,38
Karnataka,Belgaum,SHRIKANT BALKRISHNA KADAM,Independent,579,1,,580,0.05,39
Karnataka,Belgaum,BULAND DEEPAK DALVI,Independent,573,3,,576,0.05,40
Karnataka,Belgaum,PRABHAKAR BHUJANG PATIL,Independent,558,2,,560,0.05,41
Karnataka,Belgaum,LAXMI SUNIL MUTAGEKAR,Independent,539,4,,543,0.05,42
Karnataka,Belgaum,VISHWANATH RAGHUNATH BUWAJI,Independent,542,1,,543,0.05,43
Karnataka,Belgaum,LAXMANRAO SOMANNA MELGE,Independent,497,3,,500,0.04,44
Karnataka,Belgaum,CHETAKKUMAR YALLAPPA KAMBLE,Independent,471,3,,474,0.04,45
Karnataka,Belgaum,RAJENDRA YALLAPPA PATIL,Independent,472,2,,474,0.04,46
Karnataka,Belgaum,SHIVARAJ NARAYAN PATIL,Independent,469,0,,469,0.04,47
Karnataka,Belgaum,SANJAY SHIVAPPA KAMBLE,Independent,461,2,,463,0.04,48
Karnataka,Belgaum,NITEEN DHONDIBA ANANDACHE,Independent,458,0,,458,0.04,49
Karnataka,Belgaum,VIJAY LAXMAN PATIL,Independent,445,1,,446,0.04,50
Karnataka,Belgaum,SUNIL GUDDAKAYU,Independent,437,3,,440,0.04,51
Karnataka,Belgaum,NILKANTH MAHADEV PATIL,Independent,422,2,,424,0.04,52
Karnataka,Belgaum,PRANAM PRAKASH PATIL,Independent,415,1,,416,0.03,53
Karnataka,Belgaum,SANDIP VASANTH LAD,Independent,398,8,,406,0.03,54
Karnataka,Belgaum,RAMCHANDRA DATTOBA PATIL,Independent,389,1,,390,0.03,55
Karnataka,Belgaum,SURESH BASAPPA MARALINGANNAVAR,Independent,306,2,,308,0.03,56
Karnataka,Belgaum,SURESH KHEMANA RAJUKAR,Independent,283,1,,284,0.02,57
Karnataka,Belgaum,VIJAY KRISHNA MADAR,Independent,249,0,,249,0.02,58
Karnataka,Bellary,Y. DEVENDRAPPA,Bharatiya Janata Party,614274,2114,,616388,50.44,1
Karnataka,Bellary,V. S. UGRAPPA,Indian National Congress,559970,711,,560681,45.89,2
Karnataka,Bellary,K. GULAPPA,Bahujan Samaj Party,9952,9,,9961,0.82,3
Karnataka,Bellary,NOTA,None of the Above,9016,8,,9024,0.74,4
Karnataka,Bellary,B. ESHWARAPPA,Shivsena,6919,0,,6919,0.57,5
Karnataka,Bellary,A. DEVADAS,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),3832,1,,3833,0.31,6
Karnataka,Bellary,T. VEERESH,Samajwadi Forward Bloc,3397,0,,3397,0.28,7
Karnataka,Bellary,CONDUCTOR PAMPAPATHI,Independent,3100,1,,3101,0.25,8
Karnataka,Bellary,P. D. RAMANAYAKA,Republican Party of India (Karnataka),2720,2,,2722,0.22,9
Karnataka,Bellary,B. RAGHU,Pyramid Party of India,2656,2,,2658,0.22,10
Karnataka,Bellary,NAYAKARA RAMAPPA,Indian Labour Party (Ambedkar Phule),1839,1,,1840,0.15,11
Karnataka,Bellary,NAVEEN KUMAR. S,Bharat Prabhat Party,1402,0,,1402,0.11,12
Karnataka,Bidar,BHAGWANTH KHUBA,Bharatiya Janata Party,583833,1638,,585471,52.41,1
Karnataka,Bidar,ESHWAR B. KHANDRE,Indian National Congress,467297,1340,,468637,41.95,2
Karnataka,Bidar,BABA BUKHARI,Bahujan Samaj Party,15168,20,,15188,1.36,3
Karnataka,Bidar,RAVIKANT. K. HUGAR VAKIL,Independent,5747,1,,5748,0.51,4
Karnataka,Bidar,SHIVARAJ TIMMANNA BOKKE,Independent,4979,1,,4980,0.45,5
Karnataka,Bidar,MAULASAB TADAKAL,Independent,4633,1,,4634,0.41,6
Karnataka,Bidar,ABDUS SATTAR MUJAHED,Akhil Bharatiya Muslim League (Secular),4623,1,,4624,0.41,7
Karnataka,Bidar,DAYANAND GODBOLE,Ambedkarite Party of India,3632,3,,3635,0.33,8
Karnataka,Bidar,SHARAD GANDGE,Independent,3439,1,,3440,0.31,9
Karnataka,Bidar,SANTOSH RATHOD,Bharatiya Jan Kranti Dal (Democratic),3342,2,,3344,0.3,10
Karnataka,Bidar,MOULAPPA. A. MALGE,Independent,2026,1,,2027,0.18,11
Karnataka,Bidar,NOTA,None of the Above,1946,2,,1948,0.17,12
Karnataka,Bidar,AMBRESH KENCHA,Uttama Prajaakeeya Party,1851,2,,1853,0.17,13
Karnataka,Bidar,SUGRIV BHARAT KACHAVE,Kranti Kari Jai Hind Sena,1707,0,,1707,0.15,14
Karnataka,Bidar,SHRIMANTH ARJUN YEVATE PATIL,Independent,1322,0,,1322,0.12,15
Karnataka,Bidar,MUFTI SHIAK ABDUL GAFFAR,Independent,1259,0,,1259,0.11,16
Karnataka,Bidar,RAJKUMAR,Purvanchal Janta Party (Secular),1240,1,,1241,0.11,17
Karnataka,Bidar,RAJAMABI DASTAGIR,BhartiyaBahujanKranti Dal,1208,0,,1208,0.11,18
Karnataka,Bidar,ADVOCATE MOULVI ZAMERUDDIN,National Development Party,1137,1,,1138,0.1,19
Karnataka,Bidar,SAIBANNA JAMADAR,Independent,1051,0,,1051,0.09,20
Karnataka,Bidar,MD MERAJUDDIN,Bahujan Maha Party,1000,0,,1000,0.09,21
Karnataka,Bidar,MOHAMMED ABDUL WAKEEL,Bharat Prabhat Party,970,0,,970,0.09,22
Karnataka,Bidar,MOHAMMED YOUSUF,Praja Satta Party,742,0,,742,0.07,23
Karnataka,Bijapur,JIGAJINAGI RAMESH CHANDAPPA,Bharatiya Janata Party,633868,1999,,635867,57.22,1
Karnataka,Bijapur,DR. SUNITA DEVANAND CHAVAN,Janata Dal  (Secular),377342,487,,377829,34,2
Karnataka,Bijapur,DHAREPPA MAHADEV ARDHAVAR,Independent,23701,5,,23706,2.13,3
Karnataka,Bijapur,PUJARI SHRINATH SANGAPPA,Bahujan Samaj Party,23389,53,,23442,2.11,4
Karnataka,Bijapur,NOTA,None of the Above,12280,6,,12286,1.11,5
Karnataka,Bijapur,GURUBASAVA. P . RABAKAVI,Uttama Prajaakeeya Party,8475,4,,8479,0.76,6
Karnataka,Bijapur,BALAJI DYAMANNA WADDAR (YATNAL),Independent,7641,3,,7644,0.69,7
Karnataka,Bijapur,RAMAPPA HARIJAN (HOLER),Independent,4990,2,,4992,0.45,8
Karnataka,Bijapur,DADASAB SIDDAPPA BAGAYAT,Independent,4186,2,,4188,0.38,9
Karnataka,Bijapur,DONDIBA RAMU RATHOD,Independent,4099,3,,4102,0.37,10
Karnataka,Bijapur,RUDRAPPA DEYAPPA CHALAWADI,Bharipa Bahujan Mahasangh,3215,1,,3216,0.29,11
Karnataka,Bijapur,YAMANAPPA VITTAL GUNADAL,Republican Party of India (Karnataka),2952,5,,2957,0.27,12
Karnataka,Bijapur,SHRIVENKATESHWAR MAHA SWAMIJI (KATAKADHOND D.G),Hindustan Janta Party,2643,3,,2646,0.24,13
Karnataka,Chamarajanagar,V. SRINIVAS PRASAD,Bharatiya Janata Party,567010,1527,,568537,44.74,1
Karnataka,Chamarajanagar,R. DHRUVANARAYANA,Indian National Congress,565754,966,,566720,44.6,2
Karnataka,Chamarajanagar,Dr. SHIVAKUMARA,Bahujan Samaj Party,87208,423,,87631,6.9,3
Karnataka,Chamarajanagar,NOTA,None of the Above,12706,10,,12716,1,4
Karnataka,Chamarajanagar,HANUR NAGARAJU,Uttama Prajaakeeya Party,9501,9,,9510,0.75,5
Karnataka,Chamarajanagar,M. PRADEEP KUMAR,Independent,6553,1,,6554,0.52,6
Karnataka,Chamarajanagar,G.D. RAJAGOPAL,Independent,4632,1,,4633,0.36,7
Karnataka,Chamarajanagar,SUBBAIAH,Indian New Congress Party,4604,2,,4606,0.36,8
Karnataka,Chamarajanagar,N. AMBARISH,Independent,4067,0,,4067,0.32,9
Karnataka,Chamarajanagar,ANAND JIVAN RAM,Independent,3000,0,,3000,0.24,10
Karnataka,Chamarajanagar,PRASANNA KUMAR. B,Karnataka Praja Party (RaithaParva),2680,4,,2684,0.21,11
Karnataka,Chikkballapur,B.N.Bache Gowda,Bharatiya Janata Party,744475,1437,,745912,53.78,1
Karnataka,Chikkballapur,M.Veerappa Moily,Indian National Congress,563396,406,,563802,40.65,2
Karnataka,Chikkballapur,Dr. C.S.Dwarakanath,Bahujan Samaj Party,23418,28,,23446,1.69,3
Karnataka,Chikkballapur,S.Varalakshmi,Communist Party of India  (Marxist),18639,9,,18648,1.34,4
Karnataka,Chikkballapur,NOTA,None of the Above,8015,10,,8025,0.58,5
Karnataka,Chikkballapur,Muniraju.G,Uttama Prajaakeeya Party,5092,1,,5093,0.37,6
Karnataka,Chikkballapur,D.Palya Khadar Subhan Khan,Samajwadi Janata Party(Karnataka),4991,0,,4991,0.36,7
Karnataka,Chikkballapur,S.R.Nageshareddy,Ambedkar Samaj Party,3549,1,,3550,0.26,8
Karnataka,Chikkballapur,Nalina.K.S,Independent,3518,0,,3518,0.25,9
Karnataka,Chikkballapur,Phaniraj.S.V,Independent,2078,0,,2078,0.15,10
Karnataka,Chikkballapur,Nazir Ahmed,Karnataka Karmikara Paksha,1743,0,,1743,0.13,11
Karnataka,Chikkballapur,L. Nagaraj,Independent,1655,0,,1655,0.12,12
Karnataka,Chikkballapur,Nasrulla,Independent,1362,0,,1362,0.1,13
Karnataka,Chikkballapur,Nagendra Rao Shinde,Karnataka Jantha Paksha,1288,0,,1288,0.09,14
Karnataka,Chikkballapur,Alanguru Kanakalakshmi,Independent,1018,2,,1020,0.07,15
Karnataka,Chikkballapur,AbdulKarim Desai,Independent,832,0,,832,0.06,16
Karnataka,Chikkodi,ANNASAHEB SHANKAR JOLLE,Bharatiya Janata Party,641232,3785,,645017,52.98,1
Karnataka,Chikkodi,PRAKASH BABANNA HUKKERI,Indian National Congress,524871,1269,,526140,43.21,2
Karnataka,Chikkodi,MACHENDRA DAVALU KADAPURE,Bahujan Samaj Party,15508,67,,15575,1.28,3
Karnataka,Chikkodi,NOTA,None of the Above,10341,21,,10362,0.85,4
Karnataka,Chikkodi,KALLAPPA GUDASI,Independent,4941,7,,4948,0.41,5
Karnataka,Chikkodi,SHRINIK ANNASAHEB JANGATE,Independent,4906,0,,4906,0.4,6
Karnataka,Chikkodi,APPASAHEB SHRIPATI KURANE,Bharipa Bahujan Mahasangh,2742,13,,2755,0.23,7
Karnataka,Chikkodi,WAJANTRI VISHWNATH KALLOLI,Independent,2023,5,,2028,0.17,8
Karnataka,Chikkodi,JITENDRA SUBHASH NERLE,Independent,1719,7,,1726,0.14,9
Karnataka,Chikkodi,PRAVEENKUMAR BALIGATTI,Uttama Prajaakeeya Party,1530,16,,1546,0.13,10
Karnataka,Chikkodi,MOHAN GURAPPA MOTANNAVAR,Independent,1482,5,,1487,0.12,11
Karnataka,Chikkodi,MAGDUM ISMAILMAGDUM,Republican Party of India,1050,9,,1059,0.09,12
Karnataka,Chitradurga,A NARAYANASWAMY,Bharatiya Janata Party,624200,1995,,626195,50.26,1
Karnataka,Chitradurga,B N CHANDRAPPA,Indian National Congress,545159,858,,546017,43.82,2
Karnataka,Chitradurga,MAHANTHESH C U,Bahujan Samaj Party,8896,11,,8907,0.71,3
Karnataka,Chitradurga,N T VIJAYAKUMAR,Independent,8705,2,,8707,0.7,4
Karnataka,Chitradurga,NIRANJANA A D CHEELANGI,Ambedkar Samaj Party,7771,2,,7773,0.62,5
Karnataka,Chitradurga,LOKESHA M K,Independent,7025,1,,7026,0.56,6
Karnataka,Chitradurga,L VENUGOPAL,Independent,6378,1,,6379,0.51,7
Karnataka,Chitradurga,NOTA,None of the Above,4348,20,,4368,0.35,8
Karnataka,Chitradurga,L RANGAPPA (RTD.DDPI),Independent,4306,6,,4312,0.35,9
Karnataka,Chitradurga,DEVENDRAPPA,Uttama Prajaakeeya Party,4276,4,,4280,0.34,10
Karnataka,Chitradurga,C H NARAYANASWAMY,Independent,3801,1,,3802,0.31,11
Karnataka,Chitradurga,RAMESHA V,Independent,2718,3,,2721,0.22,12
Karnataka,Chitradurga,V S BHUTHARAJA,Independent,2464,0,,2464,0.2,13
Karnataka,Chitradurga,D PENNAPPA TURUVANUR,Independent,2359,0,,2359,0.19,14
Karnataka,Chitradurga,ARUNACHALAM Y,Pyramid Party of India,2220,0,,2220,0.18,15
Karnataka,Chitradurga,R HANUMANTHAPPA,Independent,1836,1,,1837,0.15,16
Karnataka,Chitradurga,GANESH,Independent,1760,0,,1760,0.14,17
Karnataka,Chitradurga,S MEETYANAIK,Pragatishil Samajwadi Party (Lohia),1631,5,,1636,0.13,18
Karnataka,Chitradurga,KUMAR Y,Independent,1612,4,,1616,0.13,19
Karnataka,Chitradurga,THIPPESWAMY T,Independent,1570,1,,1571,0.13,20
Karnataka,Dakshina Kannada,NALIN KUMAR KATEEL,Bharatiya Janata Party,772754,1531,,774285,57.57,1
Karnataka,Dakshina Kannada,MITHUN M RAI,Indian National Congress,499387,277,,499664,37.15,2
Karnataka,Dakshina Kannada,MOHAMMED ELIYAS,SOCIAL DEMOCRATIC PARTY OF INDIA,46834,5,,46839,3.48,3
Karnataka,Dakshina Kannada,NOTA,None of the Above,7375,5,,7380,0.55,4
Karnataka,Dakshina Kannada,S. SATHISH SALIAN,Bahujan Samaj Party,4709,4,,4713,0.35,5
Karnataka,Dakshina Kannada,ALEXANDER,Independent,2751,1,,2752,0.2,6
Karnataka,Dakshina Kannada,H. SURESH POOJARY,Independent,2314,1,,2315,0.17,7
Karnataka,Dakshina Kannada,VENKATESH BENDE,Independent,1702,0,,1702,0.13,8
Karnataka,Dakshina Kannada,VIJAY SHREENIVAS .C,Uttama Prajaakeeya Party,1628,1,,1629,0.12,9
Karnataka,Dakshina Kannada,SUPREETH KUMAR POOJARY,Hindustan Janta Party,948,0,,948,0.07,10
Karnataka,Dakshina Kannada,MAXIM PINTO,Independent,908,0,,908,0.07,11
Karnataka,Dakshina Kannada,DEEPAK RAJESH COELHO,Independent,747,1,,748,0.06,12
Karnataka,Dakshina Kannada,MOHAMMAD KHALID,Independent,602,0,,602,0.04,13
Karnataka,Dakshina Kannada,ABDUL HAMEED,Independent,554,0,,554,0.04,14
Karnataka,Davanagere,G M SIDDESHWAR,Bharatiya Janata Party,651353,1643,,652996,54.66,1
Karnataka,Davanagere,H B MANJAPPA,Indian National Congress,482683,611,,483294,40.46,2
Karnataka,Davanagere,SIDDAPPA B H,Bahujan Samaj Party,7723,13,,7736,0.65,3
Karnataka,Davanagere,MANJUNATHA MARIKOPPA,Independent,5947,0,,5947,0.5,4
Karnataka,Davanagere,MOHAMED HAYATH,Independent,4953,1,,4954,0.41,5
Karnataka,Davanagere,H ESHWARAPPA,India Praja Bandhu Party,4623,2,,4625,0.39,6
Karnataka,Davanagere,V MANJUNATHACHAR,Independent,4568,3,,4571,0.38,7
Karnataka,Davanagere,C M MANJUNATHA SWAMI,Independent,4488,2,,4490,0.38,8
Karnataka,Davanagere,GANESHA B A,Uttama Prajaakeeya Party,3213,7,,3220,0.27,9
Karnataka,Davanagere,NOTA,None of the Above,3091,7,,3098,0.26,10
Karnataka,Davanagere,A T DADAKHALANDAR,Independent,2723,0,,2723,0.23,11
Karnataka,Davanagere,M B VEERABHADRAPPA,Independent,1733,0,,1733,0.15,12
Karnataka,Davanagere,B V TIPPESWAMY GOSHALE,Independent,1612,0,,1612,0.13,13
Karnataka,Davanagere,HARISH HALLI,Independent,1561,0,,1561,0.13,14
Karnataka,Davanagere,BARKATH ALI,Independent,1505,0,,1505,0.13,15
Karnataka,Davanagere,MADHU THOGALERI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1258,0,,1258,0.11,16
Karnataka,Davanagere,MOHAMMED ALEEMULLA,Independent,1172,1,,1173,0.1,17
Karnataka,Davanagere,SHASHIKUMAR R N,Independent,1097,3,,1100,0.09,18
Karnataka,Davanagere,V IQBAL AHEMAD,Independent,1038,0,,1038,0.09,19
Karnataka,Davanagere,ABDUL NAZEER SAB,Independent,987,0,,987,0.08,20
Karnataka,Davanagere,SYED. ZABIULLA K,Independent,978,0,,978,0.08,21
Karnataka,Davanagere,ALUR M G SWAMY,Independent,898,0,,898,0.08,22
Karnataka,Davanagere,S S SUBHAN KHAN,Independent,851,0,,851,0.07,23
Karnataka,Davanagere,RAVINDRA NAVALE,Indian Labour Party (Ambedkar Phule),822,0,,822,0.07,24
Karnataka,Davanagere,S K AFZALKHAN,Independent,803,0,,803,0.07,25
Karnataka,Davanagere,Dr|| SRIDHARA UDUPA,Independent,613,0,,613,0.05,26
Karnataka,Dharwad,Pralhad Joshi,Bharatiya Janata Party,682557,2280,,684837,56.43,1
Karnataka,Dharwad,Vinay Kulkarni,Indian National Congress,479119,646,,479765,39.54,2
Karnataka,Dharwad,Irappa Madar,Bahujan Samaj Party,6322,22,,6344,0.52,3
Karnataka,Dharwad,Somashekhar. Peeraji. Yadav.,Independent,5400,0,,5400,0.44,4
Karnataka,Dharwad,Gangadhar Badiger,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),4750,5,,4755,0.39,5
Karnataka,Dharwad,Mallikarjunagouda Giriyappagouda Balanagoudra,Independent,4457,1,,4458,0.37,6
Karnataka,Dharwad,Raju. Anantsa. Naikwadi,Independent,4425,1,,4426,0.36,7
Karnataka,Dharwad,Hashinabanu Tapalvale,Independent,4370,5,,4375,0.36,8
Karnataka,Dharwad,Maradagi Veerappa Gurushantappa,Independent,4081,0,,4081,0.34,9
Karnataka,Dharwad,NOTA,None of the Above,3503,9,,3512,0.29,10
Karnataka,Dharwad,Shakeel Ahmad Abdulsattar Dodwad,Independent,1894,1,,1895,0.16,11
Karnataka,Dharwad,Makhtum khan. Hasanalikhan Sirdesai,Independent,1739,1,,1740,0.14,12
Karnataka,Dharwad,Santosh Nandur,Uttama Prajaakeeya Party,1564,2,,1566,0.13,13
Karnataka,Dharwad,Vadiraj Mannari Madhusudhan (Pandurangi),All India Hindustan Congress Party,1186,3,,1189,0.1,14
Karnataka,Dharwad,B. G. Sangannavar,Independent,1093,0,,1093,0.09,15
Karnataka,Dharwad,Dundasi Abdulrahiman Mahammad Hanif,Independent,904,1,,905,0.07,16
Karnataka,Dharwad,Udayakumar Ayyappa Ambiger,Independent,896,3,,899,0.07,17
Karnataka,Dharwad,Raju Harishchandra Kamble,Azad Mazdoor Kissan Party,826,3,,829,0.07,18
Karnataka,Dharwad,Vinod D Ghodke,"Proutist Bloc, India",725,0,,725,0.06,19
Karnataka,Dharwad,Revanshiddappa Basavaraj Talawar,Bharatiya Prajagala Kalyana Paksha,707,4,,711,0.06,20
Karnataka,Gulbarga,DR. UMESH G JADHAV,Bharatiya Janata Party,617692,2500,,620192,52.14,1
Karnataka,Gulbarga,MALLIKARJUN KHARGE,Indian National Congress,523552,1188,,524740,44.12,2
Karnataka,Gulbarga,K. B. VASU,Bahujan Samaj Party,10852,13,,10865,0.91,3
Karnataka,Gulbarga,NOTA,None of the Above,10482,5,,10487,0.88,4
Karnataka,Gulbarga,VIJAY JADHAV,Sarva Janata Party,6507,0,,6507,0.55,5
Karnataka,Gulbarga,RAMESH BHEEMSINGH CHAVAN,Independent,5055,1,,5056,0.43,6
Karnataka,Gulbarga,S. M. SHARMA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2247,2,,2249,0.19,7
Karnataka,Gulbarga,DR. M. P. DARAKESHWARAIAH,Independent,2035,1,,2036,0.17,8
Karnataka,Gulbarga,MAHESH LAMBANI,Uttama Prajaakeeya Party,1780,3,,1783,0.15,9
Karnataka,Gulbarga,SHANKAR JADHAV,Bharatiya Peoples Party,1647,2,,1649,0.14,10
Karnataka,Gulbarga,D. K. KONKATE KEROOR,Rashtriya Samaj Paksha,1485,0,,1485,0.12,11
Karnataka,Gulbarga,G. TIMMARAJU,Independent,1361,0,,1361,0.11,12
Karnataka,Gulbarga,RAJKUMAR,BhartiyaBahujanKranti Dal,950,1,,951,0.08,13
Karnataka,Hassan,PRAJWAL REVANNA,Janata Dal  (Secular),675512,1094,,676606,52.96,1
Karnataka,Hassan,MANJU A,Bharatiya Janata Party,533389,1893,,535282,41.9,2
Karnataka,Hassan,VINODRAJ K H,Bahujan Samaj Party,38682,79,,38761,3.03,3
Karnataka,Hassan,NOTA,None of the Above,11641,21,,11662,0.91,4
Karnataka,Hassan,H M CHANDREGOWDA,Uttama Prajaakeeya Party,7007,16,,7023,0.55,5
Karnataka,Hassan,R G SATHISHA,Independent,4501,7,,4508,0.35,6
Karnataka,Hassan,M. MAHESH (AL: LOKESH),Independent,3706,4,,3710,0.29,7
Karnataka,Haveri,UDASI. S.C.,Bharatiya Janata Party,681147,2513,,683660,53.97,1
Karnataka,Haveri,D.R. PATIL,Indian National Congress,541969,809,,542778,42.85,2
Karnataka,Haveri,AYUBAKHAN A PATHAN,Bahujan Samaj Party,7458,21,,7479,0.59,3
Karnataka,Haveri,NOTA,None of the Above,7402,10,,7412,0.59,4
Karnataka,Haveri,ISHWAR PATIL,Uttama Prajaakeeya Party,7010,14,,7024,0.55,5
Karnataka,Haveri,HANUMANTHAPPA.D.KABBAR,Independent,6242,5,,6247,0.49,6
Karnataka,Haveri,SIDDAPPA. KALLAPPA. POOJAR,Independent,5856,2,,5858,0.46,7
Karnataka,Haveri,VEERABHADRAPPA VEERAPPA KABBINADA URF BANDI,Independent,2281,2,,2283,0.18,8
Karnataka,Haveri,BOMMOJI. RAMAPPA. SIDDAPPA,Independent,1387,2,,1389,0.11,9
Karnataka,Haveri,BASAVARAJ. S. DESAI,Independent,1301,4,,1305,0.1,10
Karnataka,Haveri,SHYLESH NAZARE ASHOK,Indian Labour Party (Ambedkar Phule),1243,1,,1244,0.1,11
Karnataka,Kolar,S. MUNISWAMY,Bharatiya Janata Party,707930,1235,,709165,56.35,1
Karnataka,Kolar,K.H. MUNIYAPPA,Indian National Congress,498259,885,,499144,39.66,2
Karnataka,Kolar,NOTA,None of the Above,13873,16,,13889,1.1,3
Karnataka,Kolar,JAYAPRASAD M.G,Bahujan Samaj Party,9846,15,,9861,0.78,4
Karnataka,Kolar,ASHOK CHAKRAVARTHI M.B,Ambedkar Samaj Party,7075,10,,7085,0.56,5
Karnataka,Kolar,RAMANJI. R,Uttama Prajaakeeya Party,3406,6,,3412,0.27,6
Karnataka,Kolar,RAJ KUMARESAN. L,Independent,2877,4,,2881,0.23,7
Karnataka,Kolar,N.C. SUBBARAYAPPA,Independent,2574,0,,2574,0.2,8
Karnataka,Kolar,C. SHANKARAPPA,Independent,2493,2,,2495,0.2,9
Karnataka,Kolar,Dr. RAMESH BABU. V.M.,Independent,1490,4,,1494,0.12,10
Karnataka,Kolar,G. CHIKKANARAYANA,Republican Sena,1491,0,,1491,0.12,11
Karnataka,Kolar,MEDIHALA CHALAVADI M CHANDRASHEKAR,Independent,1453,1,,1454,0.12,12
Karnataka,Kolar,SARVESH N.M.,Pyramid Party of India,1407,0,,1407,0.11,13
Karnataka,Kolar,MUNIRAJAPPA. P,Independent,1183,1,,1184,0.09,14
