state/ut,PC,candidate_name,party,evm_votes,postal_votes,migrant_votes,total_votes,percent_votes,rank
Jharkhand,Dumka,PROBINA MURMU,Independent,2228,2,,2230,0.22,13
Jharkhand,Dumka,MOHRIL MURMU,Independent,2211,2,,2213,0.22,14
Jharkhand,Dumka,BAGHRAI SOREN,Independent,2074,1,,2075,0.2,15
Jharkhand,Dumka,SATISH SOREN,Jharkhand People's Party,1923,3,,1926,0.19,16
Jharkhand,Giridih,Chandra Prakash Choudhary,AJSU Party,646864,1413,,648277,58.57,1
Jharkhand,Giridih,Jagarnath Mahto,Jharkhand Mukti Morcha,398268,1662,,399930,36.13,2
Jharkhand,Giridih,NOTA,None of the Above,19669,39,,19708,1.78,3
Jharkhand,Giridih,Rasul Baksh,Bahujan Samaj Party,10018,43,,10061,0.91,4
Jharkhand,Giridih,Sunita Tudu,Independent,9069,8,,9077,0.82,5
Jharkhand,Giridih,Simmi Suman,Independent,4160,13,,4173,0.38,6
Jharkhand,Giridih,Sanjeev Kumar Mahato,Independent,2214,3,,2217,0.2,7
Jharkhand,Giridih,Amit Jani,Uttar Pradesh Navnirman Sena,2045,6,,2051,0.19,8
Jharkhand,Giridih,Dwaraka Prasad Lala,Republican Party of India (A),1893,3,,1896,0.17,9
Jharkhand,Giridih,Rajendra Dasaundhi,Independent,1664,3,,1667,0.15,10
Jharkhand,Giridih,Chandra Deo Prasad,Aihra National Party,1646,4,,1650,0.15,11
Jharkhand,Giridih,Sohrab Shah,Bahujan Mukti Party,1444,4,,1448,0.13,12
Jharkhand,Giridih,Madhu Sudan,"Jharkhand Party (Secular),",1236,8,,1244,0.11,13
Jharkhand,Giridih,Jogeshwar Thakur,Vishva SHakti Party,1223,2,,1225,0.11,14
Jharkhand,Giridih,Shibu Singh,Bhartiya Manavadhikaar Federal Party,1203,3,,1206,0.11,15
Jharkhand,Giridih,Ahmad Ansari,Bhartiya Lokmat Rashtrwadi Party,1074,14,,1088,0.1,16
Jharkhand,Godda,Nishikant Dubey,Bharatiya Janata Party,635383,2227,,637610,53.4,1
Jharkhand,Godda,Pradeep Yadav,Jharkhand Vikas Morcha (Prajatantrik),450677,2706,,453383,37.97,2
Jharkhand,Godda,NOTA,None of the Above,18650,33,,18683,1.56,3
Jharkhand,Godda,Zaffar Obaid,Bahujan Samaj Party,17531,52,,17583,1.47,4
Jharkhand,Godda,K. Rangaiah,Independent,16453,3,,16456,1.38,5
Jharkhand,Godda,Birendra Kumar,Independent,13610,3,,13613,1.14,6
Jharkhand,Godda,Mahesh Kumar Suman,Independent,10352,2,,10354,0.87,7
Jharkhand,Godda,Asha Makade,Pichhara Samaj Party United,6571,9,,6580,0.55,8
Jharkhand,Godda,Madhusudan Ray,Independent,6287,14,,6301,0.53,9
Jharkhand,Godda,Bajrangi Mahtha,Bahujan Mukti Party,3017,6,,3023,0.25,10
Jharkhand,Godda,Jitendra Kumar Barnwal,Independent,2978,4,,2982,0.25,11
Jharkhand,Godda,Murari Kapri,Aam Adhikar Morcha,2625,2,,2627,0.22,12
Jharkhand,Godda,Anup Kumar Sinha,Independent,2533,1,,2534,0.21,13
Jharkhand,Godda,Noor Hassan,Rashtriya Samta Party (Secular),2302,5,,2307,0.19,14
Jharkhand,Hazaribagh,JAYANT SINHA,Bharatiya Janata Party,727359,1439,,728798,67.42,1
Jharkhand,Hazaribagh,GOPAL PRASAD SAHU,Indian National Congress,249022,228,,249250,23.06,2
Jharkhand,Hazaribagh,BHUBNESHWAR PRASAD MEHTA,Communist Party of India,32074,35,,32109,2.97,3
Jharkhand,Hazaribagh,MD. MOIN UDDIN AHMAD,Independent,15659,1,,15660,1.45,4
Jharkhand,Hazaribagh,RAMAVTAR MAHTO,Independent,14826,3,,14829,1.37,5
Jharkhand,Hazaribagh,VINOD KUMAR,Bahujan Samaj Party,8768,25,,8793,0.81,6
Jharkhand,Hazaribagh,NOTA,None of the Above,7524,15,,7539,0.7,7
Jharkhand,Hazaribagh,TEKOCHAND MAHTO,Independent,5608,4,,5612,0.52,8
Jharkhand,Hazaribagh,GAUTAM KUMAR,Independent,3046,2,,3048,0.28,9
Jharkhand,Hazaribagh,RAMESHWAR RAM KUSHWAHA,All India Forward Bloc,2393,3,,2396,0.22,10
Jharkhand,Hazaribagh,RAJESH RANJAN,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2179,2,,2181,0.2,11
Jharkhand,Hazaribagh,RAJNI DEVI,Jai Prakash Janata Dal,2131,6,,2137,0.2,12
Jharkhand,Hazaribagh,BHAWESH KUMAR MISHRA,Bharatiya Jan Kranti Dal (Democratic),1840,2,,1842,0.17,13
Jharkhand,Hazaribagh,MD. MUBARAK,Janata Congress,1795,7,,1802,0.17,14
Jharkhand,Hazaribagh,MISBAHUL ISLAM,Peoples Party of India (Democratic),1716,0,,1716,0.16,15
Jharkhand,Hazaribagh,KRISHAN KUMAR SINGH,Bharat Prabhat Party,1688,2,,1690,0.16,16
Jharkhand,Hazaribagh,JAGAT KUMAR SONI,Bhartiya Azad Sena,1527,0,,1527,0.14,17
Jharkhand,Jamshedpur,Bidyut Baran Mahato,Bharatiya Janata Party,678984,648,,679632,59.4,1
Jharkhand,Jamshedpur,Champai Soren,Jharkhand Mukti Morcha,377352,190,,377542,33,2
Jharkhand,Jamshedpur,Anjana Mahata,All India Trinamool Congress,9518,24,,9542,0.83,3
Jharkhand,Jamshedpur,Surya Singh Besra,Jharkhand People's Party,9280,8,,9288,0.81,4
Jharkhand,Jamshedpur,Shekh Akhir Uddin,Jharkhand Party  (Naren),7665,0,,7665,0.67,5
Jharkhand,Jamshedpur,Angad Mahato,Amra Bangalee,6664,1,,6665,0.58,6
Jharkhand,Jamshedpur,Sabita Kaivarto,Aihra National Party,6270,2,,6272,0.55,7
Jharkhand,Jamshedpur,NOTA,None of the Above,5802,11,,5813,0.51,8
Jharkhand,Jamshedpur,Subrat Kumar Pradhan,Ambedkarite Party of India,4848,2,,4850,0.42,9
Jharkhand,Jamshedpur,Ranjit Kumar Singh,Jharkhand Party,4625,5,,4630,0.4,10
Jharkhand,Jamshedpur,Mubin Khan,Independent,3969,0,,3969,0.35,11
Jharkhand,Jamshedpur,Deepak Kumar Giri,Independent,3518,0,,3518,0.31,12
Jharkhand,Jamshedpur,Ashraf Hussain,Bahujan Samaj Party,3350,9,,3359,0.29,13
Jharkhand,Jamshedpur,Rakesh Kumar,Independent,3239,0,,3239,0.28,14
Jharkhand,Jamshedpur,Mahesh Kumar,Right to Recall Party,2481,0,,2481,0.22,15
Jharkhand,Jamshedpur,Panmani Singh,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2470,1,,2471,0.22,16
Jharkhand,Jamshedpur,Asit Kumar Singh,Independent,2365,1,,2366,0.21,17
Jharkhand,Jamshedpur,Malay Kumar Mahato,Communist Party of India (Marxist-Leninist) Red Star,1873,1,,1874,0.16,18
Jharkhand,Jamshedpur,Asjadullah Imran,Bharat Prabhat Party,1788,1,,1789,0.16,19
Jharkhand,Jamshedpur,Chandra Shekhar Mahato,Peoples Party of India (Democratic),1585,2,,1587,0.14,20
Jharkhand,Jamshedpur,Dinesh Mahato,Independent,1524,0,,1524,0.13,21
Jharkhand,Jamshedpur,Shailesh Kumar Singh,Independent,1495,1,,1496,0.13,22
Jharkhand,Jamshedpur,Qamar Raza Khan,Bhartiya Panchyat Party,1463,0,,1463,0.13,23
Jharkhand,Jamshedpur,Sarita Anand,Independent,1189,2,,1191,0.1,24
Jharkhand,Khunti,ARJUN MUNDA,Bharatiya Janata Party,381566,1072,,382638,45.97,1
Jharkhand,Khunti,KALI CHARAN MUNDA,Indian National Congress,380468,725,,381193,45.8,2
Jharkhand,Khunti,NOTA,None of the Above,21236,9,,21245,2.55,3
Jharkhand,Khunti,MEENAKSHI MUNDA,Independent,10976,13,,10989,1.32,4
Jharkhand,Khunti,AJAY TOPNO,Jharkhand Party,8770,68,,8838,1.06,5
Jharkhand,Khunti,INDUMATI MUNDU,Bahujan Samaj Party,7634,29,,7663,0.92,6
Jharkhand,Khunti,SUKHRAM HERENJ,Independent,5254,1,,5255,0.63,7
Jharkhand,Khunti,NIYARAN HERENJ,Independent,4559,1,,4560,0.55,8
Jharkhand,Khunti,SIBIL KANDULNA,Rashtriya Sangail Party,3888,7,,3895,0.47,9
Jharkhand,Khunti,ABINASHI MUNDU,Hum Bhartiya Party,2362,11,,2373,0.29,10
Jharkhand,Khunti,NEEL JUSTINE BECK,Bharatiya Minorities Suraksha Mahasangh,1850,14,,1864,0.22,11
Jharkhand,Khunti,MUNNA BARAIK,Aihra National Party,1863,1,,1864,0.22,12
Jharkhand,Kodarma,ANNPURNA DEVI,Bharatiya Janata Party,751996,1020,,753016,62.26,1
Jharkhand,Kodarma,BABU LAL MARANDI,Jharkhand Vikas Morcha (Prajatantrik),297232,184,,297416,24.59,2
Jharkhand,Kodarma,RAJ KUMAR YADAV,Communist Party of India  (Marxist-Leninist)  (Liberation),68184,23,,68207,5.64,3
Jharkhand,Kodarma,NOTA,None of the Above,31156,8,,31164,2.58,4
Jharkhand,Kodarma,KANCHAN KUMARI,All India Trinamool Congress,14082,37,,14119,1.17,5
Jharkhand,Kodarma,MD. MAHBOOB ALAM,Independent,9421,0,,9421,0.78,6
Jharkhand,Kodarma,SARFARAJ AHMAD,Bahujan Samaj Party,6350,9,,6359,0.53,7
Jharkhand,Kodarma,PRADIP TURI,Independent,6206,1,,6207,0.51,8
Jharkhand,Kodarma,RAMESHWAR PRASAD YADAV,Independent,6156,0,,6156,0.51,9
Jharkhand,Kodarma,SHIVNATH SAW,All India Forward Bloc,4060,0,,4060,0.34,10
Jharkhand,Kodarma,AVADHESH KUMAR SINGH,Vishva SHakti Party,3264,1,,3265,0.27,11
Jharkhand,Kodarma,BAYAS KUMAR,Moolniwasi Samaj Party,3254,0,,3254,0.27,12
Jharkhand,Kodarma,AJAY KRISHNA,Rashtriya Jansangharsh Swaraj Party,2496,0,,2496,0.21,13
Jharkhand,Kodarma,TUKLAL NAYAK,Hindusthan Nirman Dal,2219,1,,2220,0.18,14
Jharkhand,Kodarma,DAYANAND KUMAR,Janata Congress,2178,3,,2181,0.18,15
Jharkhand,Lohardaga,SUDARSHAN BHAGAT,Bharatiya Janata Party,369527,2068,,371595,45.45,1
Jharkhand,Lohardaga,SUKHDEO BHAGAT,Indian National Congress,360068,1164,,361232,44.18,2
Jharkhand,Lohardaga,DEOKUMAR DHAN,Jharkhand Party,19397,149,,19546,2.39,3
Jharkhand,Lohardaga,NOTA,None of the Above,10770,13,,10783,1.32,4
Jharkhand,Lohardaga,SANJAY ORAON,Independent,10658,5,,10663,1.3,5
Jharkhand,Lohardaga,DINESH ORAON,All India Trinamool Congress,9500,143,,9643,1.18,6
Jharkhand,Lohardaga,RAGHUNATH MAHLI,Independent,8948,2,,8950,1.09,7
Jharkhand,Lohardaga,SANIYA ORAON,Independent,5256,7,,5263,0.64,8
Jharkhand,Lohardaga,KALINDRA ORAON,Independent,4052,9,,4061,0.5,9
Jharkhand,Lohardaga,SHARVAN KUMAR PANNA,Bahujan Samaj Party,3992,56,,4048,0.5,10
Jharkhand,Lohardaga,AJIT KUMAR BHAGAT,Independent,2867,13,,2880,0.35,11
Jharkhand,Lohardaga,EKUS DHAN,Independent,2335,6,,2341,0.29,12
Jharkhand,Lohardaga,ANAND PAUL TIRKEY,Independent,2297,42,,2339,0.29,13
Jharkhand,Lohardaga,ALON BAXLA,Independent,2304,13,,2317,0.28,14
Jharkhand,Lohardaga,AMBER SAURAV KUNAL,Independent,1889,0,,1889,0.23,15
Jharkhand,Palamau,VISHNU DAYAL RAM,Bharatiya Janata Party,753240,2419,,755659,62.46,1
Jharkhand,Palamau,GHURAN RAM,Rashtriya Janata Dal,276967,1086,,278053,22.98,2
Jharkhand,Palamau,ANJANA BHUIYAN,Bahujan Samaj Party,53452,145,,53597,4.43,3
Jharkhand,Palamau,DINESH RAM,Independent,19490,1,,19491,1.61,4
Jharkhand,Palamau,VIJAY KUMAR,Independent,13958,3,,13961,1.15,5
Jharkhand,Palamau,RAM JI PASWAN,Independent,13094,3,,13097,1.08,6
Jharkhand,Palamau,AMINDRA PASWAN,Bhartiya Lok Seva Dal,13039,8,,13047,1.08,7
Jharkhand,Palamau,SATYENDRA KUMAR PASWAN,Independent,9437,5,,9442,0.78,8
Jharkhand,Palamau,JORAWAR RAM,Independent,7260,7,,7267,0.6,9
Jharkhand,Palamau,SHRAWAN KUMAR RAVI,Independent,5850,1,,5851,0.48,10
Jharkhand,Palamau,NOTA,None of the Above,5762,46,,5808,0.48,11
Jharkhand,Palamau,UMESH KUMAR PASWAN,Voters Party  International,5094,5,,5099,0.42,12
Jharkhand,Palamau,SUSHMA MEHTA,Communist Party of India  (Marxist-Leninist)  (Liberation),4996,8,,5004,0.41,13
Jharkhand,Palamau,VIJAY RAM,Independent,4928,1,,4929,0.41,14
Jharkhand,Palamau,UDAY KUMAR PASWAN,Jan Sangharsh Virat Party,4163,1,,4164,0.34,15
Jharkhand,Palamau,BALKESH PRASAD PASWAN,Ambedkar National Congress,4100,21,,4121,0.34,16
Jharkhand,Palamau,SHAYAM NARAYN BHUIAN,Bahujan Mukti Party,3091,2,,3093,0.26,17
Jharkhand,Palamau,BABAN BHUIYA,Jai Prakash Janata Dal,2857,4,,2861,0.24,18
Jharkhand,Palamau,PRAYAG RAM,Proutist Sarva Samaj,2774,9,,2783,0.23,19
Jharkhand,Palamau,MADAN RAM,Communist Party of India (Marxist-Leninist) Red Star,2417,3,,2420,0.2,20
Jharkhand,Rajmahal,VIJAY KUMAR HANSDAK,Jharkhand Mukti Morcha,506589,1241,,507830,48.47,1
Jharkhand,Rajmahal,HEMLAL MURMU,Bharatiya Janata Party,407626,1009,,408635,39,2
Jharkhand,Rajmahal,GOPIN SOREN,Communist Party of India  (Marxist),35577,9,,35586,3.4,3
Jharkhand,Rajmahal,MONIKA KISKU,All India Trinamool Congress,17400,27,,17427,1.66,4
Jharkhand,Rajmahal,NOTA,None of the Above,12898,21,,12919,1.23,5
Jharkhand,Rajmahal,MANDAL HANSDA,Independent,12128,2,,12130,1.16,6
Jharkhand,Rajmahal,BAIDHNATH PAHADIYA,Bahujan Samaj Party,10360,14,,10374,0.99,7
Jharkhand,Rajmahal,MAHENDRA HANSDA,Independent,9074,3,,9077,0.87,8
Jharkhand,Rajmahal,MANGAL MARANDI,Independent,8232,2,,8234,0.79,9
Jharkhand,Rajmahal,NEERAJ HEMBROM,All India Forward Bloc,7533,10,,7543,0.72,10
Jharkhand,Rajmahal,MAHESH PAHADIYA,Independent,4926,2,,4928,0.47,11
Jharkhand,Rajmahal,BARNAD HEMBROM,Independent,4254,0,,4254,0.41,12
Jharkhand,Rajmahal,CHRISTOPHER MURMU,Independent,3002,3,,3005,0.29,13
Jharkhand,Rajmahal,MARY NISHA HANSDAK,Bahujan Mukti Party,2946,2,,2948,0.28,14
Jharkhand,Rajmahal,MAHASHAY TUDU,Hindusthan Nirman Dal,2767,0,,2767,0.26,15
Jharkhand,Ranchi,SANJAY SETH,Bharatiya Janata Party,704301,2527,,706828,57.21,1
Jharkhand,Ranchi,SUBODH KANT SAHAY,Indian National Congress,422672,1130,,423802,34.3,2
Jharkhand,Ranchi,RAM TAHAL CHOUDHARY,Independent,29454,143,,29597,2.4,3
Jharkhand,Ranchi,RAJU MAHTO,Independent,9372,0,,9372,0.76,4
Jharkhand,Ranchi,BIDYADHAR PRASAD,Bahujan Samaj Party,8757,41,,8798,0.71,5
Jharkhand,Ranchi,NAND KISHORE YADAV,Independent,7795,6,,7801,0.63,6
Jharkhand,Ranchi,SUNITA MUNDA,Ambedkarite Party of India,6614,55,,6669,0.54,7
Jharkhand,Ranchi,JITENDRA THAKUR,Independent,6383,0,,6383,0.52,8
Jharkhand,Ranchi,AMAR KUMAR MAHTO,Republican Party of India (A),5826,11,,5837,0.47,9
Jharkhand,Ranchi,RAJESH THAPA,Independent,4439,1,,4440,0.36,10
Jharkhand,Ranchi,NOTA,None of the Above,4348,33,,4381,0.35,11
Jharkhand,Ranchi,ANJANI PANDEY,Independent,3580,8,,3588,0.29,12
Jharkhand,Ranchi,JAY PRAKASH PRASAD,Independent,2830,2,,2832,0.23,13
Jharkhand,Ranchi,RAJESH KUMAR,Independent,2651,3,,2654,0.21,14
Jharkhand,Ranchi,ALOK KUMAR,Rashtriya Jansangharsh Swaraj Party,2398,6,,2404,0.19,15
Jharkhand,Ranchi,SIDHESHWAR SINGH,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2222,5,,2227,0.18,16
Jharkhand,Ranchi,PARMESHWAR MAHTO,Jharkhand Party,2033,17,,2050,0.17,17
Jharkhand,Ranchi,RAMJIT MAHTO,Proutist Sarva Samaj,1505,0,,1505,0.12,18
Jharkhand,Ranchi,SATISH SINGH,Independent,1473,1,,1474,0.12,19
Jharkhand,Ranchi,VIKAS CHANDRA SHARMA,Communist Party of India (Marxist-Leninist) Red Star,1405,2,,1407,0.11,20
Jharkhand,Ranchi,RANJIT MAHTO,Peoples Party of India (Democratic),1389,3,,1392,0.11,21
Jharkhand,Singhbhum,GEETA KORA,Indian National Congress,431545,270,,431815,49.11,1
Jharkhand,Singhbhum,LAXMAN GILUWA,Bharatiya Janata Party,359159,501,,359660,40.9,2
Jharkhand,Singhbhum,NOTA,None of the Above,24261,9,,24270,2.76,3
Jharkhand,Singhbhum,PUSHPA SINKU,Independent,15215,9,,15224,1.73,4
Jharkhand,Singhbhum,PRATAP SINGH BANARA,Ambedkarite Party of India,11286,12,,11298,1.28,5
Jharkhand,Singhbhum,PARDESHI LAL MUNDA,Bahujan Samaj Party,9483,8,,9491,1.08,6
Jharkhand,Singhbhum,ANIL SOREN,Independent,9151,3,,9154,1.04,7
Jharkhand,Singhbhum,KRISHNA MARDI,Jharkhand Mukti Morcha  (Ulgulan),8640,32,,8672,0.99,8
Jharkhand,Singhbhum,HARI ORAWN,Kalinga Sena,5645,2,,5647,0.64,9
Jharkhand,Singhbhum,CHANDRA MOHAN HEMBROM,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),4095,3,,4098,0.47,10
Karnataka,Bagalkot,Gaddigoudar Parvatagouda Chandanagouda,Bharatiya Janata Party,661662,2976,,664638,55.17,1
Karnataka,Bagalkot,Veena Kashappanavar,Indian National Congress,495636,815,,496451,41.21,2
Karnataka,Bagalkot,NOTA,None of the Above,11315,13,,11328,0.94,3
Karnataka,Bagalkot,Parashuram Laxman Neelnaik,Republican Party of India (Karnataka),7481,5,,7486,0.62,4
Karnataka,Bagalkot,Mahmad Husen Mujawar,Bahujan Samaj Party,6713,30,,6743,0.56,5
Karnataka,Bagalkot,Ravi Shivappa Padasalagi,Independent,5488,1,,5489,0.46,6
Karnataka,Bagalkot,Shivarajkumar Ajjappa Talawar,Independent,3154,1,,3155,0.26,7
Karnataka,Bagalkot,Muttu S Surakod (Madar),Independent,2234,3,,2237,0.19,8
Karnataka,Bagalkot,M Shashikumar Hlepadi,Uttama Prajaakeeya Party,1909,3,,1912,0.16,9
Karnataka,Bagalkot,Pendari Buddesab Makabulsab,Independent,1171,0,,1171,0.1,10
Karnataka,Bagalkot,Basanagouda Ramanagouda Meti,Secular Democratic Congress,1009,7,,1016,0.08,11
Karnataka,Bagalkot,Muttappa Mudakappa Hirekumbi,Raita Bharat Party,811,0,,811,0.07,12
Karnataka,Bagalkot,Ramanagoud S Balawad,Hindustan Janta Party,806,0,,806,0.07,13
Karnataka,Bagalkot,Jamindar Maruti,Karnataka Jantha Paksha,722,3,,725,0.06,14
Karnataka,Bagalkot,Adagal Rajendra,Bahujan Mukti Party,645,0,,645,0.05,15
Karnataka,Bangalore central,P. C. Mohan,Bharatiya Janata Party,601170,1683,,602853,50.35,1
Karnataka,Bangalore central,Rizwan Arshad,Indian National Congress,531196,689,,531885,44.43,2
Karnataka,Bangalore central,Prakash Raj,Independent,28822,84,,28906,2.41,3
Karnataka,Bangalore central,NOTA,None of the Above,10741,19,,10760,0.9,4
Karnataka,Bangalore central,Mellegatti Shridevi,Uttama Prajaakeeya Party,4264,7,,4271,0.36,5
Karnataka,Bangalore central,M. K. Pasha,Bahujan Samaj Party,3876,13,,3889,0.32,6
Karnataka,Bangalore central,C.J. Aditya,Independent,2201,0,,2201,0.18,7
Karnataka,Bangalore central,S. Mohan Kumar,Independent,1994,4,,1998,0.17,8
Karnataka,Bangalore central,Pradeep Mendonca,Independent,1453,1,,1454,0.12,9
Karnataka,Bangalore central,Dr. Philip Mariyan,Independent,1416,1,,1417,0.12,10
Karnataka,Bangalore central,S. Pandurangan,Independent,1406,1,,1407,0.12,11
Karnataka,Bangalore central,Francis Binny Jose,Independent,1191,3,,1194,0.1,12
Karnataka,Bangalore central,Srinivasan R,Indian Christian Front,653,7,,660,0.06,13
Karnataka,Bangalore central,B. Krishna Prasad,"Proutist Bloc, India",593,2,,595,0.05,14
Karnataka,Bangalore central,Kempurajan,Republican Sena,571,2,,573,0.05,15
Karnataka,Bangalore central,Jenifar J. Russell,Independent,570,1,,571,0.05,16
Karnataka,Bangalore central,A. Christhuraj,Independent,471,4,,475,0.04,17
Karnataka,Bangalore central,Hunsur K. ChandraShekar,Democratic Prajakranthi Party Secularist,428,1,,429,0.04,18
Karnataka,Bangalore central,Arun Prasad A,Viduthalai Chiruthaigal Katchi,382,0,,382,0.03,19
Karnataka,Bangalore central,Syed Asif Bukhari,Independent,361,7,,368,0.03,20
Karnataka,Bangalore central,Nawaz Dilber,Karnataka Karmikara Paksha,364,0,,364,0.03,21
Karnataka,Bangalore central,Raparti Anil Kumar,Independent,300,0,,300,0.03,22
Karnataka,Bangalore central,C. B. K. Rama,Independent,282,0,,282,0.02,23
Karnataka,Bangalore North,D.V. Sadananda Gowda,Bharatiya Janata Party,821934,2566,,824500,52.87,1
Karnataka,Bangalore North,Krishna Byregowda,Indian National Congress,675834,1148,,676982,43.41,2
Karnataka,Bangalore North,NOTA,None of the Above,11617,15,,11632,0.75,3
Karnataka,Bangalore North,K.N. Jagadesh Kumar,Independent,8463,0,,8463,0.54,4
Karnataka,Bangalore North,Santhosh M.,Uttama Prajaakeeya Party,6596,2,,6598,0.42,5
Karnataka,Bangalore North,Syed Kawjawali Hydri,Bahujan Samaj Party,5283,14,,5297,0.34,6
Karnataka,Bangalore North,Thimmaraj Gowda,Independent,4462,0,,4462,0.29,7
Karnataka,Bangalore North,Krishnaiah,Independent,2559,1,,2560,0.16,8
Karnataka,Bangalore North,N. Hanume Gowda,Independent,1812,0,,1812,0.12,9
Karnataka,Bangalore North,Sumatha K.S.,Independent,1414,2,,1416,0.09,10
Karnataka,Bangalore North,Umesh Babu Pillegowda,Independent,1409,1,,1410,0.09,11
Karnataka,Bangalore North,Abdul Azeez,Karnataka Pragnyavantha Janatha Party,1206,1,,1207,0.08,12
Karnataka,Bangalore North,Abdul Basheer,Independent,1191,1,,1192,0.08,13
Karnataka,Bangalore North,Tulasappa Dasar,Independent,1144,0,,1144,0.07,14
Karnataka,Bangalore North,Vinay Kumar V.Nayak,Independent,1057,0,,1057,0.07,15
Karnataka,Bangalore North,Krishnamurthy V .,Right to Recall Party,1030,3,,1033,0.07,16
Karnataka,Bangalore North,Ahmed Khan,Bahujan Maha Party,1027,1,,1028,0.07,17
Karnataka,Bangalore North,N. Narayana Swamy,Jai Vijaya Bharathi Party,695,1,,696,0.04,18
Karnataka,Bangalore North,Abdul Karim Desai,Independent,684,2,,686,0.04,19
Karnataka,Bangalore North,L. Nagaraj,Independent,666,1,,667,0.04,20
Karnataka,Bangalore North,Venu M.,Independent,577,3,,580,0.04,21
Karnataka,Bangalore North,Amirtha Jai Kumar Essac Yesaiah,Karnataka Karmikara Paksha,572,2,,574,0.04,22
Karnataka,Bangalore North,Dr.I.M.S. Manivan,Independent,571,0,,571,0.04,23
Karnataka,Bangalore North,Shiva Manjesh K.S.,Independent,544,1,,545,0.03,24
Karnataka,Bangalore North,Venkatesasetty,Independent,539,0,,539,0.03,25
Karnataka,Bangalore North,Parameshwar Gowda,Independent,482,0,,482,0.03,26
Karnataka,Bangalore North,Kumar L.,Bharatiya Prajagala Kalyana Paksha,473,0,,473,0.03,27
Karnataka,Bangalore North,Dr. Meer Layaq Hussain,Independent,394,0,,394,0.03,28
Karnataka,Bangalore North,D.Jairam,Gareeb Aadmi Party,385,0,,385,0.02,29
Karnataka,Bangalore North,Venkataraju V.,Independent,362,0,,362,0.02,30
Karnataka,Bangalore North,C. RAVI KUMAR,Independent,359,0,,359,0.02,31
Karnataka,Bangalore North,Prasanna Kumar S.,Independent,353,0,,353,0.02,32
Karnataka,Bangalore Rural,D.K. SURESH,Indian National Congress,877712,546,,878258,54.15,1
Karnataka,Bangalore Rural,ASHWATHNARAYANGOWDA,Bharatiya Janata Party,670483,905,,671388,41.4,2
Karnataka,Bangalore Rural,DR CHINNAPPA Y CHIKKAHAGADE,Bahujan Samaj Party,19943,29,,19972,1.23,3
Karnataka,Bangalore Rural,NOTA,None of the Above,12442,12,,12454,0.77,4
Karnataka,Bangalore Rural,MANJUNATHA. M,Uttama Prajaakeeya Party,9882,7,,9889,0.61,5
Karnataka,Bangalore Rural,N. KRISHNAPPA,Pyramid Party of India,8123,0,,8123,0.5,6
Karnataka,Bangalore Rural,J.T. PRAKASH,Independent,4785,0,,4785,0.3,7
Karnataka,Bangalore Rural,D M MADEGOWDA,Republican Sena,2800,1,,2801,0.17,8
Karnataka,Bangalore Rural,RAGHU JANAGERE,Independent,2487,3,,2490,0.15,9
Karnataka,Bangalore Rural,RAMA. T.C,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2092,2,,2094,0.13,10
Karnataka,Bangalore Rural,VENKATESHAPPA,Sarva Janata Party,2024,1,,2025,0.12,11
Karnataka,Bangalore Rural,M.C. DEVARAJU,Independent,2020,0,,2020,0.12,12
Karnataka,Bangalore Rural,B. GOPAL,Independent,1859,0,,1859,0.11,13
Karnataka,Bangalore Rural,Dr. M VENKATASWAMY,Republican Party of India (A),1460,2,,1462,0.09,14
Karnataka,Bangalore Rural,H.T. CHIKKARAJU,Independent,1362,0,,1362,0.08,15
Karnataka,Bangalore Rural,ESWARA,Independent,924,0,,924,0.06,16
Karnataka,Bangalore South,TEJASVI SURYA,Bharatiya Janata Party,736605,2624,,739229,62.2,1
Karnataka,Bangalore South,B.K.HARIPRASAD,Indian National Congress,407372,665,,408037,34.33,2
Karnataka,Bangalore South,NOTA,None of the Above,9917,21,,9938,0.84,3
Karnataka,Bangalore South,AHORATRA NATESHA POLEPALLI,Uttama Prajaakeeya Party,6128,8,,6136,0.52,4
Karnataka,Bangalore South,A.RAJU,Bahujan Samaj Party,3846,18,,3864,0.33,5
Karnataka,Bangalore South,BRAHMANAND.N,Independent,2700,1,,2701,0.23,6
Karnataka,Bangalore South,VATAL NAGARAJ,Kannada Chalavali Vatal Paksha,2500,10,,2510,0.21,7
Karnataka,Bangalore South,DR.JOHN BASCO PHILIPS,Indian Christian Front,2355,2,,2357,0.2,8
Karnataka,Bangalore South,PRASHANTHA.C,Independent,2232,0,,2232,0.19,9
Karnataka,Bangalore South,MANOHAR IYER,Independent,2152,0,,2152,0.18,10
Karnataka,Bangalore South,CHETAN CHAMAN,Independent,1106,1,,1107,0.09,11
Karnataka,Bangalore South,BHAGYA.S,Independent,1090,0,,1090,0.09,12
Karnataka,Bangalore South,SANTHOSH MIN.B,Independent,959,1,,960,0.08,13
Karnataka,Bangalore South,THYAGARAJ,Republican Sena,789,0,,789,0.07,14
Karnataka,Bangalore South,DR. BANUPRAKASH A.S SATHYA YUGA,Pyramid Party of India,699,0,,699,0.06,15
